original_smiles,rationale_smiles,score
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,CC(=O)Nc1n[nH]c2nc(-c3ccccc3)c(Br)cc12,0.72
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,CCNc1n[nH]c2nc(-c3ccccc3)c(Br)cc12,0.53
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,CNc1n[nH]c2nc(-c3ccccc3)c(Br)cc12,0.59
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,Nc1n[nH]c2nc(-c3ccccc3)c(Br)cc12,0.56
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,O=CNc1n[nH]c2nc(-c3ccccc3)c(Br)cc12,0.53
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,CCNc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.5
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,O=CNc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12,0.6
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,CNc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12,0.6
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12,0.59
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,CCNc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12,0.55
N1C(=C(C=C1C2=NC(=NC=C2)N)C(=O)N)C=3C=CC=CC3,NC(=O)c1cc(-c2ccncn2)[nH]c1-c1ccccc1,0.64
N1C(=C(C=C1C2=NC(=NC=C2)N)C(=O)N)C=3C=CC=CC3,NCc1cc(-c2ccncn2)[nH]c1-c1ccccc1,0.53
N1C(=C(C=C1C2=NC(=NC=C2)N)C(=O)N)C=3C=CC=CC3,Nc1nccc(-c2cc(C=O)c(-c3ccccc3)[nH]2)n1,0.62
N1C(=C(C=C1C2=NC(=NC=C2)N)C(=O)N)C=3C=CC=CC3,Cc1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,0.57
N1C(=C(C=C1C2=NC(=NC=C2)N)C(=O)N)C=3C=CC=CC3,Nc1nccc(-c2ccc(-c3ccccc3)[nH]2)n1,0.51
N1C(=C(C=C1C2=NC(=NC=C2)N)C(=O)N)C=3C=CC=CC3,NCc1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,0.6
N1C(=C(C=C1C2=NC(=NC=C2)N)C(=O)N)C=3C=CC=CC3,O=Cc1cc(-c2ccncn2)[nH]c1-c1ccccc1,0.51
N1C(CC2=C(NC3=C2C=C(C=C3)Br)C4=C1C(=CC=C4)O)=O,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,1.0
N1C(CC2=C(NC3=C2C=C(C=C3)Br)C4=C1C(=CC=C4)O)=O,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,0.96
N1C(CC2=C(NC3=C2C=C(C=C3)Br)C4=C1C(=CC=C4)O)=O,O=C1Cc2c([nH]c3ccccc23)-c2cccc(O)c2N1,0.7
N1C(CC2=C(NC3=C2C=C(C=C3)Br)C4=C1C(=CC=C4)O)=O,Brc1ccc2[nH]c3c(c2c1)CCNc1ccccc1-3,0.52
N1C(=C(C(=N1)O)N=NC=2C=CC(=CC2)N(CC)CC)C=3C=C(OC)C(OC)=CC3,Oc1n[nH]c(-c2ccccc2)c1N=Nc1ccccc1,0.57
BrC=1C(C2C3C(=NC=4NN=C(C24)C)CC(CC3=O)(C)C)=CC=CC1,Cc1n[nH]c2c1C(c1ccccc1)C1CCCCC1=N2,0.58
O=C(NCCC)C1=CC=C(NC=2NC3=NC=CC3=C(N2)CC)C=C1,NCc1ccc(Nc2ncc3ccnc-3[nH]2)cc1,0.5
C=1(C=NC(NC=2C=CC(C(O)=O)=CC2)=NC1NC3=CC=CC=C3)Br,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.74
C1(C(C(=O)NC1=O)=NC2=CC(Cl)=C(C=C2)O)C3=C(Cl)C=CC=C3,O=C1NC(=O)C(c2ccccc2)C1=Nc1ccccc1,0.97
NC=1N=CC=C(N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(F)C=C4,Cn1cnc(-c2ccc(F)cc2)c1-c1ccncn1,0.56
C1=CC=C2N(C=C(C2=C1)C3=CC=NC(NC=4C=CC=C(C4)OC)=N3)CCOC,CCn1ccc(-c2ccnc(Nc3ccccc3)n2)c1,0.89
C1=CC=C2N(C=C(C2=C1)C3=CC=NC(NC=4C=CC=C(C4)OC)=N3)CCOC,Cn1ccc(-c2ccnc(Nc3ccccc3)n2)c1,0.88
C1=CC=C2N(C=C(C2=C1)C3=CC=NC(NC=4C=CC=C(C4)OC)=N3)CCOC,Cn1ccc(-c2ccnc(Nc3cccc(O)c3)n2)c1,0.89
BrC1=C2N(N=C1)C(NCC3=CC=CN=C3)=CC(=N2)C(OCC)=O,OCc1cc(NCc2cccnc2)n2ncc(Br)c2n1,0.91
BrC1=C2N(N=C1)C(NCC3=CC=CN=C3)=CC(=N2)C(OCC)=O,Cc1cc(NCc2cccnc2)n2ncc(Br)c2n1,0.97
BrC1=C2N(N=C1)C(NCC3=CC=CN=C3)=CC(=N2)C(OCC)=O,Brc1cnn2c(NCc3cccnc3)ccnc12,0.52
BrC1=C2N(N=C1)C(NCC3=CC=CN=C3)=CC(=N2)C(OCC)=O,O=Cc1cc(NCc2cccnc2)n2ncc(Br)c2n1,0.87
BrC=1C=CC(C=2C3=C(SC(=C3)C(=O)N)C=NC2)=CC1,NC(=O)c1cc2c(-c3ccccc3)cncc2s1,0.93
BrC=1C=CC(C=2C3=C(SC(=C3)C(=O)N)C=NC2)=CC1,NCc1cc2c(-c3ccccc3)cncc2s1,0.5
BrC=1C=CC(C=2C3=C(SC(=C3)C(=O)N)C=NC2)=CC1,O=Cc1cc2c(-c3ccc(Br)cc3)cncc2s1,0.5
C1(=C(C(=O)NC1=O)NC=2C=C(C(=O)O)C=CC2)C3=CC(Cl)=CC=C3,O=C1NC(=O)C(c2ccccc2)=C1Nc1ccccc1,0.86
N1=C(N=C(C(=C1)OC)C=2NC3=C(C2)C(NCC3)=O)NCC4=CC=CC=C4,c1ccc(CNc2nccc(-c3ccc[nH]3)n2)cc1,0.53
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N(C)C)CCC4,CNc1nccc(-c2c[nH]c3ncccc23)n1,0.95
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N(C)C)CCC4,Nc1nccc(-c2c[nH]c3ncccc23)n1,0.94
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N(C)C)CCC4,NC1CCCC(Nc2nccc(-c3cc[nH]c3)n2)C1,0.67
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N(C)C)CCC4,c1cc(-c2cc[nH]c2)nc(NC2CCCCC2)n1,0.66
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N(C)C)CCC4,CNC1CCCC(Nc2nccc(-c3cc[nH]c3)n2)C1,0.63
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N(C)C)CCC4,CNc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,0.92
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N(C)C)CCC4,Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,0.99
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N(C)C)CCC4,Clc1cc(-c2c[nH]c3ncccc23)ncn1,0.98
C1(=C(C(NC1=O)=O)C2=COC3=C2C=CC=C3)C=4C5=C(N(C4)CCO)C=CC(=C5)Br,CCn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.57
C1(=C(C(NC1=O)=O)C2=COC3=C2C=CC=C3)C=4C5=C(N(C4)CCO)C=CC(=C5)Br,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
C1(=C(C(NC1=O)=O)C2=COC3=C2C=CC=C3)C=4C5=C(N(C4)CCO)C=CC(=C5)Br,O=C1NC(=O)C(c2ccn(CCO)c2)=C1c1ccoc1,0.57
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)Cl)=CC=C1OC,COc1ccc(Nc2nnc(-c3ccccc3)o2)cc1,0.82
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)Cl)=CC=C1OC,Oc1ccc(Nc2nnc(-c3ccccc3)o2)cc1,0.73
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)Cl)=CC=C1OC,c1ccc(Nc2nnc(-c3ccccc3)o2)cc1,0.89
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)Cl)=CC=C1OC,Oc1ccc(Nc2nnc(-c3ccc(Cl)cc3)o2)cc1,0.8
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)Cl)=CC=C1OC,Clc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,0.92
C/1(=N/C2CCCCC2)\SN(C3=CC=CC=C3)C(=N1)C4=CC=CC=C4,C/N=c1\nc(-c2ccccc2)n(-c2ccccc2)s1,0.81
C/1(=N/C2CCCCC2)\SN(C3=CC=CC=C3)C(=N1)C4=CC=CC=C4,N=c1nc(-c2ccccc2)n(-c2ccccc2)s1,0.72
C=1C=CC=C(CSC=2OC(=NN2)C=3C=CC4=C(C3)CCO4)C1,c1ccc(CSc2nnc(-c3ccccc3)o2)cc1,0.76
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,Cc1n[nH]c2ccc(-c3cncc(OCCN)c3)cc12,0.97
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,CCOc1cncc(-c2ccc3[nH]nc(C)c3c2)c1,0.94
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,CCOc1cncc(-c2ccc3[nH]ncc3c2)c1,0.81
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,COc1cncc(-c2ccc3[nH]ncc3c2)c1,0.75
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,Oc1cncc(-c2ccc3[nH]ncc3c2)c1,0.8
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,CNCCOc1cncc(-c2ccc3[nH]ncc3c2)c1,0.88
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,NCCOc1cncc(-c2ccc3[nH]ncc3c2)c1,0.89
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,COc1cncc(-c2ccc3[nH]nc(C)c3c2)c1,0.81
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,Cc1n[nH]c2ccc(-c3cncc(O)c3)cc12,0.84
O(C=1C=C(C2=CC3=C(NN=C3C)C=C2)C=NC1)CCNC,Cc1n[nH]c2ccc(-c3cccnc3)cc12,0.87
O=C1C=CC(C2=NC3=NC=CNC3=C2CCCC)C=C1,CCCc1c(C2C=CC(=O)C=C2)nc2ncc[nH]c1-2,0.66
O=C1C=CC(C2=NC3=NC=CNC3=C2CCCC)C=C1,CCc1c(C2C=CC(=O)C=C2)nc2ncc[nH]c1-2,0.59
O=C1NC(=O)C(=C1C2=NC(=NC3=C2C=CC=C3)N4CCNCC4)C=5C=6C(NC5)=CC=CC6,O=C1NC(=O)C(c2ccncn2)=C1c1cc[nH]c1,0.69
O=C1NC(=O)C(=C1C2=NC(=NC3=C2C=CC=C3)N4CCNCC4)C=5C=6C(NC5)=CC=CC6,O=C1NCC(c2cc[nH]c2)=C1c1ccncn1,0.6
O=C1NC(=O)C(=C1C2=NC(=NC3=C2C=CC=C3)N4CCNCC4)C=5C=6C(NC5)=CC=CC6,c1cc(C2=C(c3cc[nH]c3)CNC2)ncn1,0.52
O=C1NC(=O)C(=C1C2=NC(=NC3=C2C=CC=C3)N4CCNCC4)C=5C=6C(NC5)=CC=CC6,Nc1nccc(C2=C(c3cc[nH]c3)C(=O)NC2=O)n1,0.62
O=C1NC(=O)C(=C1C2=NC(=NC3=C2C=CC=C3)N4CCNCC4)C=5C=6C(NC5)=CC=CC6,Nc1nccc(C2=C(c3cc[nH]c3)CNC2=O)n1,0.51
O=C1NC(=O)C(=C1C2=NC(=NC3=C2C=CC=C3)N4CCNCC4)C=5C=6C(NC5)=CC=CC6,O=C1NCC(c2ccncn2)=C1c1cc[nH]c1,0.59
O=C1NC(=O)C(=C1C2=NC(=NC3=C2C=CC=C3)N4CCNCC4)C=5C=6C(NC5)=CC=CC6,c1ccc2c(C3=C(c4ccncn4)CNC3)c[nH]c2c1,0.61
O(C1=C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2O)n1,0.77
O(C1=C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.73
O(C1=C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O(C1=C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1ncc([NH3+])c(Nc2ccccc2)n1,0.51
O(C1=C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.84
O(C1=C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.54
O(C1=C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O(C1=C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CC(C)Nc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O(C1=C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CC(C)Nc1ncc([NH3+])c(Nc2ccccc2)n1,0.53
S(C=1OC(=NN1)C=2C=CC=CC2)CC3=CC(OC)=CC=C3,Oc1cccc(CSc2nnc(-c3ccccc3)o2)c1,0.55
S(C=1OC(=NN1)C=2C=CC=CC2)CC3=CC(OC)=CC=C3,c1ccc(CSc2nnc(-c3ccccc3)o2)cc1,0.76
O(C1=CC(C=C(C=2NN=C(N)C2C#N)C#N)=CC=C1O)C,N#CC(=Cc1ccc(O)c(O)c1)c1[nH]nc(N)c1C#N,0.63
O(C1=CC(C=C(C=2NN=C(N)C2C#N)C#N)=CC=C1O)C,N#CC(=Cc1cccc(O)c1)c1[nH]nc(N)c1C#N,0.57
O(C1=CC(C=C(C=2NN=C(N)C2C#N)C#N)=CC=C1O)C,N#CC(=Cc1ccccc1)c1[nH]nc(N)c1C#N,0.5
O(C1=CC(C=C(C=2NN=C(N)C2C#N)C#N)=CC=C1O)C,COc1cccc(C=C(C#N)c2[nH]nc(N)c2C#N)c1,0.58
O(C1=CC(C=C(C=2NN=C(N)C2C#N)C#N)=CC=C1O)C,COc1cc(C=C(C)c2[nH]nc(N)c2C#N)ccc1O,0.53
O(C1=CC(C=C(C=2NN=C(N)C2C#N)C#N)=CC=C1O)C,CC(=Cc1ccc(O)c(O)c1)c1[nH]nc(N)c1C#N,0.51
O(C1=CC(C=C(C=2NN=C(N)C2C#N)C#N)=CC=C1O)C,COc1cc(C=C(C#N)c2[nH]nc(N)c2C)ccc1O,0.51
O(C1=CC(C=C(C=2NN=C(N)C2C#N)C#N)=CC=C1O)C,Cc1c(N)n[nH]c1C(C#N)=Cc1ccc(O)c(O)c1,0.51
O(C1=CC(C=C(C=2NN=C(N)C2C#N)C#N)=CC=C1O)C,N#CC(=Cc1ccc(O)cc1)c1[nH]nc(N)c1C#N,0.56
C1(C2=C(C3=CC=CC=C3N2)N=O)=C(NC4=C1C=C(C=C4)I)O,O=Nc1cc[nH]c1-c1c(O)[nH]c2ccccc12,0.53
C1(C2=C(C3=CC=CC=C3N2)N=O)=C(NC4=C1C=C(C=C4)I)O,O=Nc1cc[nH]c1-c1c(O)[nH]c2ccc(I)cc12,0.59
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CCC(N)CC4,CNc1nccc(-c2c[nH]c3ncccc23)n1,0.95
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CCC(N)CC4,Nc1nccc(-c2c[nH]c3ncccc23)n1,0.94
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CCC(N)CC4,CNc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,0.92
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CCC(N)CC4,Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,0.99
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CCC(N)CC4,Clc1cc(-c2c[nH]c3ncccc23)ncn1,0.98
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CCC(N)CC4,NC1CCC(Nc2nccc(-c3cc[nH]c3)n2)CC1,0.74
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CCC(N)CC4,c1cc(-c2cc[nH]c2)nc(NC2CCCCC2)n1,0.66
C1=CC=C(CNC2=CC(=NC=3N2N=CC3Br)SC)C=N1,Sc1cc(NCc2cccnc2)n2ncc(Br)c2n1,0.99
C1=CC=C(CNC2=CC(=NC=3N2N=CC3Br)SC)C=N1,Brc1cnn2c(NCc3cccnc3)ccnc12,0.52
IC1=CC=2C(C3=C(C=4C=5C(OC4)=CC=CC5)C(=O)NC3=O)=CN(C2C=C1)C,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,NC1CCC1=Nc1ccnc(Nc2cccc(O)c2)n1,0.72
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,NC1CCC1=Nc1ccnc(Nc2ccccc2)n1,0.69
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,c1ccc(Nc2nccc(N=C3CCC3)n2)cc1,0.63
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,CNC1CCC1=Nc1ccnc(Nc2ccccc2)n1,0.6
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,O=C1CC(=Nc2ccnc(Nc3cccc(O)c3)n2)C1,0.68
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,Oc1cccc(Nc2nccc(N=C3CCC3)n2)c1,0.67
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,C=Nc1ccnc(Nc2cccc(O)c2)n1,0.67
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,NC1CCC1=Nc1ccnc(Nc2ccc(O)cc2)n1,0.62
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,Oc1ccc(Nc2nccc(N=C3CCC3)n2)cc1,0.52
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,C=Nc1ccnc(Nc2ccc(O)cc2)n1,0.55
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,Oc1ccc(Nc2nccc(N=C3CCC3)n2)cc1O,0.62
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,C=Nc1ccnc(Nc2ccc(O)c(O)c2)n1,0.65
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,Nc1ccnc(Nc2ccc(O)c(O)c2)n1,0.64
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,COc1cccc(Nc2nccc(N=C3CCC3)n2)c1,0.63
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,C=Nc1ccnc(Nc2cccc(OC)c2)n1,0.66
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,COc1cccc(Nc2nccc(N)n2)c1,0.56
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,NC1CC(=O)C1=Nc1ccnc(Nc2ccccc2)n1,0.6
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,O=C1CCC1=Nc1ccnc(Nc2ccccc2)n1,0.61
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,NC1C(=O)CC1=Nc1ccnc(Nc2ccccc2)n1,0.66
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,O=C1CC(=Nc2ccnc(Nc3ccccc3)n2)C1,0.63
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,C=Nc1ccnc(Nc2ccc(O)c(OC)c2)n1,0.69
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,COc1cc(Nc2nccc(N)n2)ccc1O,0.62
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,C=Nc1ccnc(Nc2ccc(OC)c(OC)c2)n1,0.72
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,C=Nc1ccnc(Nc2ccc(OC)c(O)c2)n1,0.7
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,COc1ccc(Nc2nccc(N)n2)cc1O,0.63
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,COc1ccc(Nc2nccc(N)n2)cc1,0.53
O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O,O=C1CCC1=Nc1ccnc(Nc2cccc(O)c2)n1,0.67
C1(=C(C2=CN(CCCO)C=3C2=CC=CN3)C(=O)NC1=O)C4=NC=C(C(F)(F)F)C=C4Cl,Cn1ccc(C2=C(c3ccccn3)C(=O)NC2=O)c1,0.57
C1(=C(C2=CN(CCCO)C=3C2=CC=CN3)C(=O)NC1=O)C4=NC=C(C(F)(F)F)C=C4Cl,CCn1ccc(C2=C(c3ccccn3)C(=O)NC2=O)c1,0.54
C1(=C(C2=CN(CCCO)C=3C2=CC=CN3)C(=O)NC1=O)C4=NC=C(C(F)(F)F)C=C4Cl,Cn1ccc(C2=C(c3ncccc3Cl)C(=O)NC2=O)c1,0.62
O(C1=C(NC2=NC(NCCC(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2O)n1,0.77
O(C1=C(NC2=NC(NCCC(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.73
O(C1=C(NC2=NC(NCCC(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O(C1=C(NC2=NC(NCCC(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CNc1ncc([NH3+])c(Nc2ccccc2)n1,0.51
O(C1=C(NC2=NC(NCCC(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.84
O(C1=C(NC2=NC(NCCC(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.54
O(C1=C(NC2=NC(NCCC(C)C)=NC(N)=C2N(=O)=O)C=CC=C1)C,CCCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
C1(=C(C(NC1=O)=O)C2=COC3=C2C=CC=C3)C=4C=5C(N(C4)CCOC)=CN=C(C5)OC,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
C1(=C(C(NC1=O)=O)C2=COC3=C2C=CC=C3)C=4C=5C(N(C4)CCOC)=CN=C(C5)OC,O=C1NC(=O)C(c2ccn(CCO)c2)=C1c1ccoc1,0.57
C1(=C(C(NC1=O)=O)C2=COC3=C2C=CC=C3)C=4C=5C(N(C4)CCOC)=CN=C(C5)OC,CCn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.57
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,CCC(=O)Nc1n[nH]c2ccc(-c3ccccc3)cc12,0.84
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,CC(=O)Nc1n[nH]c2ccc(-c3ccccc3)cc12,0.77
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,O=CNc1n[nH]c2ccc(-c3ccccc3)cc12,0.66
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,CNc1n[nH]c2ccc(-c3ccccc3)cc12,0.66
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,Nc1n[nH]c2ccc(-c3ccccc3)cc12,0.86
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,CC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,0.79
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,O=CNc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,0.6
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,CNc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,0.64
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,0.59
ClC=1C(=CC2=C(NN=C2NC(=O)CCC)C1)C3=CC=CC=C3,CCCCNc1n[nH]c2ccc(-c3ccccc3)cc12,0.66
